P/N,Cost to cost comp,Vendor,Q'ty ,vendor confirm date,ETD ,total_value,status,Ref Document,Ref Date
F300697,,FRONT,2780,0,20160811,,0,20200820-H01 F300697_Revised 20210405,20200820
1700774,,YUNMAO,5000,0,20160811,,0,,0
MCL01-P-PCS,1.0,ANJIE,12000,0,20160811,12000.0,0,,0
MCL01-P-PCS,1.0,ANJIE,36000,0,20160811,36000.0,0,,0
MCL01-P,,ANJIE,8000,0,20160811,,0,,0
SCPS-DASK-AP,1.0,S LITE,8800,0,20160810,8800.0,0,20190918-C01 SCPS-DASK-AP,20190918
480-0012-SX,,S LITE,500,0,20160811,,0,,0
40965K-FORGE,,SUNFUNG,60,0,20160811,,0,,0
M723824124,,JIAYE,2000,0,20160811,,0,,0
C121583070,,JIAYE,40,0,20160811,,0,,0
C19836070,,JIAYE,10,0,20160811,,0,,0
C49836050,,JIAYE,10,0,20160811,,0,,0
A1A21049020,,HENSUNG,200,0,20160811,,0,,0
C18240070,,JIAYE,196,0,20160815,,0,,0
C18240070,,JIAYE,1212,0,20160815,,0,,0
C224483072,,JIAYE,2696,0,20160815,,0,,0
B122183040,,JIAYE,203,0,20160815,,0,,0
M723824124,,JIAYE,2895,0,20160815,,0,,0
M723824124,,JIAYE,2355,0,20160815,,0,,0
C18516070,,JIAYE,600,0,20160815,,0,20190122-H01 C18516070 C18667070,20190122
C425362050,1.0,JIAYE,79,0,20160815,79.0,0,20230817-H01 C425362050,20230817
C45594050,1.0,JIAYE,1000,0,20160815,1000.0,0,20220804 -C01 C45594050,20220804
C19824070,,JIAYE,284,0,20160815,,0,20190710-H01 C19824070,20190710
C19824070,,JIAYE,284,0,20160815,,0,20221227-H01 C19824070,20221227
C19824070,,JIAYE,140,0,20160815,,0,20190710-H01 C19824070,20190710
C19824070,,JIAYE,140,0,20160815,,0,20221227-H01 C19824070,20221227
C123186070,,JIAYE,550,0,20160815,,0,,0
C123186070,,JIAYE,1000,0,20160815,,0,,0
C123186070,,JIAYE,450,0,20160815,,0,,0
M624279013,1.0,JIAYE,140,0,20160815,140.0,0,20191030-H01 M624279013,20191030
M624279013,1.0,JIAYE,140,0,20160815,140.0,0,20191118-H01 M624279013,20191118
M624279013,1.0,JIAYE,140,0,20160815,140.0,0,20200205-C01 M624279013,20200205
M624279013,1.0,JIAYE,140,0,20160815,140.0,0,20210304-H01 M624279013 Revised 20210409,20210304
M624279013,1.0,JIAYE,140,0,20160815,140.0,0,20221221-H01 M624279013,20221221
M624279013,1.0,JIAYE,3640,0,20160815,3640.0,0,20191030-H01 M624279013,20191030
M624279013,1.0,JIAYE,3640,0,20160815,3640.0,0,20191118-H01 M624279013,20191118
M624279013,1.0,JIAYE,3640,0,20160815,3640.0,0,20200205-C01 M624279013,20200205
M624279013,1.0,JIAYE,3640,0,20160815,3640.0,0,20210304-H01 M624279013 Revised 20210409,20210304
M624279013,1.0,JIAYE,3640,0,20160815,3640.0,0,20221221-H01 M624279013,20221221
M623532151,,JIAYE,5390,0,20160815,,0,,0
M68237013,,HENSUNG,311,0,20160815,,0,,0
M68237013,,HENSUNG,1864,0,20160815,,0,,0
R823186104-NC,,HENSUNG,900,0,20160815,,0,,0
P35645149,,HENSUNG,2880,0,20160815,,0,,0
B221651041,,HENSUNG,6400,0,20160815,,0,,0
B221651041,,HENSUNG,1600,0,20160815,,0,,0
P323988060,,HENSUNG,3200,0,20160815,,0,,0
A124052020,,HENSUNG,3000,0,20160815,,0,20190912- H01 A124052020,20190912
A124052020,,HENSUNG,3000,0,20160815,,0,20210909-H01 A124052020_Revised 20210916,20210909
6021049014,,HENSUNG,3200,0,20160815,,0,,0
A1A24059020,1.0,HENSUNG,2400,0,20160815,2400.0,0,,0
A224057021,,HENSUNG,1600,0,20160815,,0,,0
C223988072,,HENSUNG,1400,0,20160815,,0,,0
S521651182,,HENSUNG,14000,0,20160815,,0,,0
080A12,1.0,HENSUNG,1540,0,20160815,1540.0,0,,0
M725072076,,HENSUNG,600,0,20160815,,0,20190722-C01 M725072076,20190722
P35661060,1.0,HENSUNG,1100,0,20160815,1100.0,0,,0
P35661060,1.0,HENSUNG,2500,0,20160815,2500.0,0,,0
M68238013,,HENSUNG,1000,0,20160815,,0,,0
B223988041,1.0,HENSUNG,3200,0,20160815,3200.0,0,20190819- H01 B223988041,20190819
M921651057,1.0,HENSUNG,3600,0,20160815,3600.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,HENSUNG,3600,0,20160815,3600.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,HENSUNG,3600,0,20160815,3600.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,HENSUNG,3600,0,20160815,3600.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,HENSUNG,3600,0,20160815,3600.0,0,20191107-H01-M921651057,20191107
M620059013,1.0,HENSUNG,1600,0,20160815,1600.0,0,,0
15608A,,HENSUNG,5000,0,20160815,,0,,0
P32940060,1.0,HENSUNG,1400,0,20160815,1400.0,0,,0
A1A21049020,,HENSUNG,2364,0,20160815,,0,,0
P38252060,1.0,HENSUNG,4200,0,20160815,4200.0,0,,0
A1A24061020,,HENSUNG,600,0,20160815,,0,,0
A321651192,1.0,XIESHENG,3200,0,20160815,3200.0,0,,0
A321651192,1.0,XIESHENG,10000,0,20160815,10000.0,0,,0
E521237181,,SHENKA,800,0,20160815,,0,20191112-H01 E521237181,20191112
P220124010,,SHENKA,600,0,20160815,,0,20190328-H01 P220124010,20190328
P220124010,,SHENKA,600,0,20160815,,0,20190513-H01 P220124010,20190513
P220124010,,SHENKA,900,0,20160815,,0,20190328-H01 P220124010,20190328
P220124010,,SHENKA,900,0,20160815,,0,20190513-H01 P220124010,20190513
T221237100,,SHENKA,20000,0,20160815,,0,,0
15608H,,SHENKA,1700,0,20160815,,0,,0
P223988010,,SHENKA,1713,0,20160815,,0,20190128-H01 P223988010,20190128
P223988010,,SHENKA,1587,0,20160815,,0,20190128-H01 P223988010,20190128
K821651195,,SHENKA,8000,0,20160815,,0,20191010-H01 K821651195,20191010
K821651195,,SHENKA,6000,0,20160815,,0,20191010-H01 K821651195,20191010
A520182024,,SHENKA,500,0,20160815,,0,,0
A520182024,,SHENKA,5000,0,20160815,,0,,0
P220523010,1.0,SHENKA,1200,0,20160815,1200.0,0,,0
A521651024,1.0,SHENKA,10000,0,20160815,10000.0,0,,0
A521651024,1.0,SHENKA,5000,0,20160815,5000.0,0,,0
P223989010,1.0,SHENKA,600,0,20160815,600.0,0,,0
SG-42BK2-BH,,S LITE,500,0,20160816,,0,,0
SCPS-DASK-CWSI,,S LITE,300,0,20160816,,0,,0
SG-32SK2-BH,1.0,S LITE,1200,0,20160816,1200.0,0,,0
SG-32SK1-BH,1.0,S LITE,140,0,20160816,140.0,0,,0
SG-32SK2-AD,1.0,S LITE,1340,0,20160816,1340.0,0,,0
SG-32SK2-SK,1.0,S LITE,220,0,20160816,220.0,0,,0
B19137040,,HENSUNG,400,0,20160812,,0,,0
V123988096,1.0,HENSUNG,3000,0,20160812,3000.0,0,,0
V123988096,1.0,HENSUNG,3000,0,20160812,3000.0,0,,0
62223L,,JIAYE,200,0,20160816,,0,,0
201830-00,,JIAYE,191,0,20160816,,0,,0
C15604070,1.0,JIAYE,55,0,20160823,55.0,0,,0
58801B,,JIAYE,3,0,20160823,,0,,0
58801B,,JIAYE,907,0,20160823,,0,,0
16540B,,JIAYE,2000,0,20160823,,0,,0
M821651035,1.0,JIAYE,31200,0,20160823,31200.0,0,,0
H211118122,1.0,JIAYE,4712,0,20160823,4712.0,0,,0
A321651192,1.0,JIAYE,6573,0,20160823,6573.0,0,,0
C423989050,1.0,JIAYE,447,0,20160823,447.0,0,20191120-H01 C423989050,20191120
4996C-NC,,JIAYE,6000,0,20160823,,0,,0
15416AB,,JIAYE,5466,0,20160823,,0,,0
44011EA,,JIAYE,322,0,20160823,,0,,0
C19824070,,JIAYE,200,0,20160823,,0,20190710-H01 C19824070,20190710
C19824070,,JIAYE,200,0,20160823,,0,20221227-H01 C19824070,20221227
M623532151,,JIAYE,11760,0,20160823,,0,,0
M921651057,1.0,JIAYE,9000,0,20160823,9000.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,JIAYE,9000,0,20160823,9000.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,JIAYE,9000,0,20160823,9000.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,JIAYE,9000,0,20160823,9000.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,JIAYE,9000,0,20160823,9000.0,0,20191107-H01-M921651057,20191107
M921651057,1.0,JIAYE,1200,0,20160823,1200.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,JIAYE,1200,0,20160823,1200.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,JIAYE,1200,0,20160823,1200.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,JIAYE,1200,0,20160823,1200.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,JIAYE,1200,0,20160823,1200.0,0,20191107-H01-M921651057,20191107
M723824124,,JIAYE,800,0,20160823,,0,,0
M723824124,,JIAYE,4200,0,20160823,,0,,0
M723824124,,JIAYE,250,0,20160823,,0,,0
B122180040 - UNCOAT,,JIAYE,900,0,20160823,,0,20221011-H02 B122180040 - UNCOAT,20221011
M623186013,,JIAYE,1300,0,20160823,,0,,0
C14957070,,JIAYE,202,0,20160823,,0,,0
C14957070,,JIAYE,1178,0,20160823,,0,,0
C420059050,1.0,JIAYE,1500,0,20160823,1500.0,0,,0
C424964050,,JIAYE,300,0,20160823,,0,,0
C424964050,,JIAYE,2400,0,20160823,,0,,0
C424964050,,JIAYE,50,0,20160823,,0,,0
E423186107,,SHENKA,200,0,20160823,,0,,0
E423186107,,SHENKA,1003,0,20160823,,0,,0
9784B,,SHENKA,3000,0,20160823,,0,,0
P28239010,,SHENKA,1000,0,20160823,,0,,0
15716H,,SHENKA,1900,0,20160823,,0,,0
K821651195,,SHENKA,10000,0,20160823,,0,20191010-H01 K821651195,20191010
K821651195,,SHENKA,2000,0,20160823,,0,20191010-H01 K821651195,20191010
A521651024,1.0,SHENKA,10000,0,20160823,10000.0,0,,0
P28240010,,SHENKA,150,0,20160823,,0,,0
P28240010,,SHENKA,650,0,20160823,,0,,0
P223988010,,SHENKA,500,0,20160823,,0,20190128-H01 P223988010,20190128
P223988010,,SHENKA,100,0,20160823,,0,20190128-H01 P223988010,20190128
A721651092,,XIESHENG,29000,0,20160823,,0,,0
P220126010,,XIESHENG,450,0,20160823,,0,,0
P220126010,,XIESHENG,400,0,20160823,,0,,0
P224964010,,XIESHENG,347,0,20160823,,0,20191216-H02 P224964010,20191216
P224964010,,XIESHENG,347,0,20160823,,0,20200413-H01 P224964010,20200413
44006B,,TOPWAY,1000,0,20160823,,0,,0
44006B,,TOPWAY,186,0,20160823,,0,,0
40965K-FORGE,,SUNFUNG,340,0,20160823,,0,,0
40965K-FORGE,,SUNFUNG,62,0,20160823,,0,,0
B221651041,,HENSUNG,6400,0,20160823,,0,,0
P323988060,,HENSUNG,3200,0,20160823,,0,,0
V221237089,,HENSUNG,20000,0,20160823,,0,,0
M65685013,,HENSUNG,1400,0,20160823,,0,,0
B223988041,1.0,HENSUNG,3200,0,20160823,3200.0,0,20190819- H01 B223988041,20190819
B223988041,1.0,HENSUNG,3200,0,20160823,3200.0,0,20190819- H01 B223988041,20190819
B18921040,,HENSUNG,4000,0,20160823,,0,,0
A1A24061020,,HENSUNG,1008,0,20160823,,0,,0
P320101060,,HENSUNG,2880,0,20160823,,0,,0
A323824022,,HENSUNG,4000,0,20160823,,0,,0
A124057020,,HENSUNG,2800,0,20160823,,0,,0
M624964171,,HENSUNG,1200,0,20160823,,0,,0
SG-WP,1.0,S LITE,1200,0,20160823,1200.0,0,,0
SG-32SK1-BH,1.0,S LITE,240,0,20160823,240.0,0,,0
SG-32SK2-AD,1.0,S LITE,160,0,20160823,160.0,0,,0
SG-32SK2-SK,1.0,S LITE,140,0,20160823,140.0,0,,0
A220275022,,HENSUNG,1600,0,20160819,,0,,0
8072,,JIAYE,376,0,20160820,,0,,0
8072,,JIAYE,2763,0,20160820,,0,,0
8217,,JIAYE,500,0,20160820,,0,,0
8217,,JIAYE,810,0,20160820,,0,,0
8151,,JIAYE,306,0,20160820,,0,,0
8151,,JIAYE,1015,0,20160820,,0,,0
P223988010,,SHENKA,713,0,20160826,,0,20190128-H01 P223988010,20190128
P223988010,,SHENKA,287,0,20160826,,0,20190128-H01 P223988010,20190128
M723824124,,JIAYE,2800,0,20160826,,0,,0
M723824124,,JIAYE,200,0,20160826,,0,,0
A521651024,1.0,HENSUNG,5000,0,20160826,5000.0,0,,0
880-0163,1.0,S LITE,1000,0,20160826,1000.0,0,,0
MISC-OTH,1.0,NINGKE,1,0,20160730,1.0,0,,0
A220275022,,HENSUNG,400,0,20160830,,0,,0
MISC-OTH,1.0,NINGKE,2,0,20160831,2.0,0,,0
A1A21049020,,HENSUNG,1090,0,20160905,,0,,0
A1A21049020,,HENSUNG,200,0,20160905,,0,,0
V122925096,,HENSUNG,4200,0,20160905,,0,,0
S521651182,,HENSUNG,14000,0,20160905,,0,,0
A124055020,,HENSUNG,2000,0,20160905,,0,,0
B223988041,1.0,HENSUNG,1600,0,20160905,1600.0,0,20190819- H01 B223988041,20190819
B223988041,1.0,HENSUNG,1600,0,20160905,1600.0,0,20190819- H01 B223988041,20190819
B25685041,,HENSUNG,700,0,20160905,,0,,0
P323988060,,HENSUNG,1600,0,20160905,,0,,0
P323988060,,HENSUNG,860,0,20160905,,0,,0
P323988060,,HENSUNG,740,0,20160905,,0,,0
60413A-NC,,HENSUNG,2490,0,20160905,,0,,0
M921651057,1.0,HENSUNG,1400,0,20160905,1400.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,HENSUNG,1400,0,20160905,1400.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,HENSUNG,1400,0,20160905,1400.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,HENSUNG,1400,0,20160905,1400.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,HENSUNG,1400,0,20160905,1400.0,0,20191107-H01-M921651057,20191107
A124057020,,HENSUNG,1400,0,20160905,,0,,0
P332848191,,HENSUNG,1613,0,20160905,,0,20201028-H01 P332848191,20201028
A323824022,,HENSUNG,8000,0,20160905,,0,,0
R823186104-NC,,HENSUNG,600,0,20160905,,0,,0
M65685013,,HENSUNG,1170,0,20160905,,0,,0
M65685013,,HENSUNG,230,0,20160905,,0,,0
C223988072,,HENSUNG,2800,0,20160905,,0,,0
C223988072,,HENSUNG,2800,0,20160905,,0,,0
60413C-NC,,HENSUNG,1250,0,20160905,,0,,0
V123988096,1.0,HENSUNG,7000,0,20160905,7000.0,0,,0
A24957021,1.0,HENSUNG,2100,0,20160905,2100.0,0,,0
R121237054,1.0,HENSUNG,1600,0,20160905,1600.0,0,20191213-H01 R121237054,20191213
A521651024,1.0,HENSUNG,5000,0,20160905,5000.0,0,,0
B220124041,,HENSUNG,2100,0,20160905,,0,,0
B220124041,,HENSUNG,1400,0,20160905,,0,,0
P223989010,1.0,SHENKA,600,0,20160905,600.0,0,,0
P220124010,,SHENKA,900,0,20160905,,0,20190328-H01 P220124010,20190328
P220124010,,SHENKA,900,0,20160905,,0,20190513-H01 P220124010,20190513
T221237100,,SHENKA,20000,0,20160905,,0,,0
P225362010,1.0,SHENKA,400,0,20160905,400.0,0,20190121-H01 P225362010,20190121
P225362010,1.0,SHENKA,400,0,20160905,400.0,0,20190923-C01 P225362010,20190923
K821651195,,SHENKA,8000,0,20160905,,0,20191010-H01 K821651195,20191010
A521651024,1.0,SHENKA,5000,0,20160905,5000.0,0,,0
A521651024,1.0,SHENKA,4100,0,20160905,4100.0,0,,0
P223988010,,SHENKA,2113,0,20160905,,0,20190128-H01 P223988010,20190128
P223988010,,SHENKA,1787,0,20160905,,0,20190128-H01 P223988010,20190128
P25685010,1.0,SHENKA,1800,0,20160905,1800.0,0,20190611-H01 P25685010,20190611
P25685010,1.0,SHENKA,1800,0,20160905,1800.0,0,20191202-H02 P25685010,20191202
P25685010,1.0,SHENKA,1800,0,20160905,1800.0,0,20230926-H02 P25685010,20230926
P220070010,,SHENKA,1200,0,20160905,,0,,0
63229A,,SHENKA,2000,0,20160905,,0,,0
N812009154,1.0,SHENKA,2000,0,20160905,2000.0,0,,0
P28566010,,SHENKA,350,0,20160905,,0,,0
P28566010,,SHENKA,1050,0,20160905,,0,,0
436730010,,XFB,5000,0,20160905,,0,20191014-H01-436730010,20191014
C18667070,1.0,JIAYE,1200,0,20160905,1200.0,0,20220727-H01 C18667070 - R,20220727
C18516070,,JIAYE,1000,0,20160905,,0,20190122-H01 C18516070 C18667070,20190122
C18516070,,JIAYE,200,0,20160905,,0,20190122-H01 C18516070 C18667070,20190122
C14957195,,JIAYE,240,0,20160905,,0,,0
C123186070,,JIAYE,500,0,20160905,,0,,0
C420134050,,JIAYE,500,0,20160905,,0,,0
15543A,,JIAYE,8000,0,20160905,,0,,0
C15594070,1.0,JIAYE,456,0,20160905,456.0,0,,0
C15594070,1.0,JIAYE,44,0,20160905,44.0,0,,0
M723532124,1.0,JIAYE,7350,0,20160905,7350.0,0,,0
M623532151,,JIAYE,1910,0,20160905,,0,,0
M623532151,,JIAYE,9360,0,20160905,,0,,0
M723824124,,JIAYE,4000,0,20160905,,0,,0
M723824124,,JIAYE,550,0,20160905,,0,,0
B122180040 - UNCOAT,,JIAYE,600,0,20160905,,0,20221011-H02 B122180040 - UNCOAT,20221011
B122180040 - UNCOAT,,JIAYE,600,0,20160905,,0,20221011-H02 B122180040 - UNCOAT,20221011
60412B-NC,,JIAYE,2000,0,20160905,,0,,0
017-1007,,JIAYE,790,0,20160905,,0,,0
M623186013,,JIAYE,1470,0,20160905,,0,,0
M921651057,1.0,JIAYE,6411,0,20160905,6411.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,JIAYE,6411,0,20160905,6411.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,JIAYE,6411,0,20160905,6411.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,JIAYE,6411,0,20160905,6411.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,JIAYE,6411,0,20160905,6411.0,0,20191107-H01-M921651057,20191107
0312557000,,JIAYE,172,0,20160905,,0,,0
8161,,JIAYE,375,0,20160902,,0,,0
8169,,JIAYE,500,0,20160902,,0,20230110-H03 8169,20230110
8217,,JIAYE,100,0,20160902,,0,,0
8151,,JIAYE,3298,0,20160902,,0,,0
8072,,JIAYE,152,0,20160902,,0,,0
16158-001,1.0,XFB,300,0,20160902,300.0,0,,0
16158-002,1.0,XFB,300,0,20160902,300.0,0,20210224-H02 16158-002,20210224
F202874,,FRONT,2401,0,20160909,,0,20200831-H01 F202874_Revised 20210405,20200831
F202874,,FRONT,1199,0,20160909,,0,20200831-H01 F202874_Revised 20210405,20200831
F202874,,FRONT,109,0,20160909,,0,20200831-H01 F202874_Revised 20210405,20200831
F300697,,FRONT,51,0,20160909,,0,20200820-H01 F300697_Revised 20210405,20200820
F202553,,FRONT,9,0,20160909,,0,,0
F300697,,FRONT,3600,0,20160909,,0,20200820-H01 F300697_Revised 20210405,20200820
F202553,,FRONT,900,0,20160909,,0,,0
BLOODHOUND,1.0,NINGKE,500,0,20160909,500.0,0,,0
MS-32,,NINGKE,300,0,20160909,,0,,0
DOBERMAN,1.0,NINGKE,1000,0,20160909,1000.0,0,,0
PC-300,1.0,NINGKE,500,0,20160909,500.0,0,,0
DS301SET,,NINGKE,350,0,20160909,,0,,0
STL-1C,,NINGKE,500,0,20160909,,0,,0
MCL01-P-PCS,1.0,ANJIE,30000,0,20160909,30000.0,0,,0
MCL01-P,,ANJIE,39700,0,20160909,,0,,0
MCL01-P,,ANJIE,23000,0,20160909,,0,,0
MCL02-P,1.0,ANJIE,5000,0,20160909,5000.0,0,,0
MCL02-P,1.0,ANJIE,43000,0,20160909,43000.0,0,,0
MCL01-P-PCS,1.0,ANJIE,300,0,20160909,300.0,0,,0
SG-32K1-BH-R,,S LITE,1000,0,20160909,,0,,0
M723824124,,JIAYE,2800,0,20160909,,0,,0
M623532151,,JIAYE,3430,0,20160909,,0,,0
SG-32SK2-SK,1.0,S LITE,20,0,20160912,20.0,0,,0
B220124041,,HENSUNG,700,0,20160913,,0,,0
B220124041,,HENSUNG,700,0,20160913,,0,,0
N812009154,1.0,SHENKA,3000,0,20160913,3000.0,0,,0
N812009154,1.0,SHENKA,3000,0,20160913,3000.0,0,,0
C15378070,,JIAYE,50,0,20160914,,0,,0
SG-GR01,1.0,S LITE,250,0,20160913,250.0,0,,0
SG-GR01,1.0,S LITE,250,0,20160913,250.0,0,,0
SG-32SK1-BH,1.0,S LITE,120,0,20160913,120.0,0,,0
SG-32SK2-SK,1.0,S LITE,120,0,20160913,120.0,0,,0
SG-32SK2-NI,1.0,S LITE,500,0,20160916,500.0,0,,0
MISC-OTH,1.0,NINGKE,1,0,20160914,1.0,0,,0
M68238013,,HENSUNG,1000,0,20160919,,0,,0
SG-32K2-BH-R,,S LITE,1000,0,20160920,,0,,0
M623532151,,JIAYE,210,0,20160919,,0,,0
M623532151,,JIAYE,7140,0,20160919,,0,,0
201830-00,,JIAYE,153,0,20160919,,0,,0
A1A24061020,,HENSUNG,570,0,20160921,,0,,0
017-1007,,JIAYE,80,0,20160921,,0,,0
017-1007,,JIAYE,120,0,20160921,,0,,0
4996D-NC,,JIAYE,3500,0,20160921,,0,,0
4996D-NC,,JIAYE,500,0,20160921,,0,,0
16540B,,JIAYE,1000,0,20160921,,0,,0
MISC-OTH,1.0,JIAYE,1,0,20161003,1.0,0,,0
M723824124,,JIAYE,1400,0,20160923,,0,,0
E423186107,,SHENKA,1500,0,20160926,,0,,0
P220124010,,SHENKA,900,0,20160926,,0,20190328-H01 P220124010,20190328
P220124010,,SHENKA,900,0,20160926,,0,20190513-H01 P220124010,20190513
P220124010,,SHENKA,300,0,20160926,,0,20190328-H01 P220124010,20190328
P220124010,,SHENKA,300,0,20160926,,0,20190513-H01 P220124010,20190513
T221237100,,SHENKA,20000,0,20160926,,0,,0
K821651195,,SHENKA,6000,0,20160926,,0,20191010-H01 K821651195,20191010
K821651195,,SHENKA,12000,0,20160926,,0,20191010-H01 K821651195,20191010
A525068024,,SHENKA,6000,0,20160926,,0,20180822-H02 A525068024,20180822
A325068192,,SHENKA,6000,0,20160926,,0,,0
P25685010,1.0,SHENKA,100,0,20160926,100.0,0,20190611-H01 P25685010,20190611
P25685010,1.0,SHENKA,100,0,20160926,100.0,0,20191202-H02 P25685010,20191202
P25685010,1.0,SHENKA,100,0,20160926,100.0,0,20230926-H02 P25685010,20230926
P25685010,1.0,SHENKA,1100,0,20160926,1100.0,0,20190611-H01 P25685010,20190611
P25685010,1.0,SHENKA,1100,0,20160926,1100.0,0,20191202-H02 P25685010,20191202
P25685010,1.0,SHENKA,1100,0,20160926,1100.0,0,20230926-H02 P25685010,20230926
P28240010,,SHENKA,400,0,20160926,,0,,0
P28240010,,SHENKA,550,0,20160926,,0,,0
P28240010,,SHENKA,650,0,20160926,,0,,0
A224052021,1.0,SHENKA,4000,0,20160926,4000.0,0,,0
A521651024,1.0,SHENKA,20000,0,20160926,20000.0,0,,0
R823186104-NC,,HENSUNG,1201,0,20160926,,0,,0
R823186104-NC,,HENSUNG,1199,0,20160926,,0,,0
B222925041,1.0,HENSUNG,2400,0,20160926,2400.0,0,20190916- H01 B222925041,20190916
A224057021,,HENSUNG,3200,0,20160926,,0,,0
V221237089,,HENSUNG,20000,0,20160926,,0,,0
A1A24061020,,HENSUNG,1008,0,20160926,,0,,0
P320101060,,HENSUNG,2880,0,20160926,,0,,0
P320101060,,HENSUNG,2880,0,20160926,,0,,0
A323824022,,HENSUNG,5000,0,20160926,,0,,0
6021049014,,HENSUNG,3200,0,20160926,,0,,0
A1A24059020,1.0,HENSUNG,1600,0,20160926,1600.0,0,,0
B221651041,,HENSUNG,8000,0,20160926,,0,,0
V123988096,1.0,HENSUNG,5000,0,20160926,5000.0,0,,0
P323988060,,HENSUNG,3200,0,20160926,,0,,0
G15685034,1.0,HENSUNG,10000,0,20160926,10000.0,0,,0
M68237013,,HENSUNG,790,0,20160926,,0,,0
P35645149,,HENSUNG,518,0,20160926,,0,,0
P35645149,,HENSUNG,2,0,20160926,,0,,0
080A12,1.0,HENSUNG,3080,0,20160926,3080.0,0,,0
A1A24061020,,HENSUNG,2016,0,20160926,,0,,0
T820077172,1.0,JIAYE,3000,0,20160926,3000.0,0,20221012-H01 T820077172,20221012
T820077172,1.0,JIAYE,3000,0,20160926,3000.0,0,20230227-H01 T820077172,20230227
T820077172,1.0,JIAYE,600,0,20160926,600.0,0,20221012-H01 T820077172,20221012
T820077172,1.0,JIAYE,600,0,20160926,600.0,0,20230227-H01 T820077172,20230227
16540B,,JIAYE,1000,0,20160926,,0,,0
M821651035,1.0,JIAYE,9600,0,20160926,9600.0,0,,0
C420059050,1.0,JIAYE,1918,0,20160926,1918.0,0,,0
C420059050,1.0,JIAYE,82,0,20160926,82.0,0,,0
4996CC,,JIAYE,296,0,20160926,,0,,0
C14957195,,JIAYE,280,0,20160926,,0,,0
C423988050,1.0,JIAYE,1550,0,20160926,1550.0,0,20180712-C01 C423988050,20180712
C423988050,1.0,JIAYE,2400,0,20160926,2400.0,0,20180712-C01 C423988050,20180712
C423988050,1.0,JIAYE,550,0,20160926,550.0,0,20180712-C01 C423988050,20180712
0312557000,,JIAYE,178,0,20160926,,0,,0
C18158070,,JIAYE,120,0,20160926,,0,,0
C18158070,,JIAYE,8,0,20160926,,0,,0
C18158070,,JIAYE,352,0,20160926,,0,,0
M723532124,1.0,JIAYE,2650,0,20160926,2650.0,0,,0
M723532124,1.0,JIAYE,850,0,20160926,850.0,0,,0
M921651057,1.0,JIAYE,4889,0,20160926,4889.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,JIAYE,4889,0,20160926,4889.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,JIAYE,4889,0,20160926,4889.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,JIAYE,4889,0,20160926,4889.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,JIAYE,4889,0,20160926,4889.0,0,20191107-H01-M921651057,20191107
M921651057,1.0,JIAYE,470,0,20160926,470.0,0,20181016-H01 M921651057,20181016
M921651057,1.0,JIAYE,470,0,20160926,470.0,0,20190916- H02 M921651057,20190916
M921651057,1.0,JIAYE,470,0,20160926,470.0,0,20191007-H01 M921651057,20191007
M921651057,1.0,JIAYE,470,0,20160926,470.0,0,20191023-H01 M921651057,20191023
M921651057,1.0,JIAYE,470,0,20160926,470.0,0,20191107-H01-M921651057,20191107
B122180040 - UNCOAT,,JIAYE,1400,0,20160926,,0,20221011-H02 B122180040 - UNCOAT,20221011
B122180040 - UNCOAT,,JIAYE,100,0,20160926,,0,20221011-H02 B122180040 - UNCOAT,20221011
4996D-NC,,JIAYE,3500,0,20160926,,0,,0
C224059072,,JIAYE,2800,0,20160926,,0,20230215-H01 C224059072,20230215
C224059072,,JIAYE,700,0,20160926,,0,20230215-H01 C224059072,20230215
C123186070,,JIAYE,50,0,20160926,,0,,0
C123186070,,JIAYE,1000,0,20160926,,0,,0
C123186070,,JIAYE,950,0,20160926,,0,,0
C422925050,,JIAYE,1080,0,20160926,,0,,0
M723824124,,JIAYE,1900,0,20160926,,0,,0
M723824124,,JIAYE,550,0,20160926,,0,,0
C422926050,1.0,JIAYE,1800,0,20160926,1800.0,0,,0
C422926050,1.0,JIAYE,90,0,20160926,90.0,0,,0
60514BA,,JIAYE,452,0,20160926,,0,,0
M623532151,,JIAYE,357,0,20160924,,0,,0
